"","callPrice","putPrice","BSMcall","BSMput","strike","expiryDate","X","callD","putD","leftside","rightside","parity","PdiffParity"
"1",2265.35,0.025,2265.41260703809,-3.69580674784681e-76,1000,2020-01-17,0,-0.0626070380885722,0.025,3212.15338513473,3084.00705987985,128.146325254883,0.0398942111070788
"2",2165.4,0.025,2165.45266053808,-2.2957953505386e-64,1100,2020-01-17,1,-0.0526605380841829,0.025,3206.88372364821,3084.00705987985,122.876663768357,0.0383165322965218
"3",2115.6,0.025,2115.47268728808,-3.3702765893926e-59,1150,2020-01-17,2,0.127312711917966,0.025,3204.42389290494,3084.00705987985,120.416833025093,0.037578309565009
"4",2065.6,0.025,2065.49271403808,-1.88653791035353e-54,1200,2020-01-17,3,0.107285961920297,0.025,3201.76406216168,3084.00705987985,117.75700228183,0.0367787881916338
"5",2040.6,0.025,2040.50272741308,-3.20656756530233e-52,1225,2020-01-17,4,0.0972725869216902,0.025,3200.43414679005,3084.00705987985,116.427086910198,0.0363785291526686
"6",2015.65,0.025,2015.51274078808,-4.43688034666409e-50,1250,2020-01-17,5,0.137259211923038,0.025,3199.15423141842,3084.00705987985,115.147171538566,0.0359930041533238
"7",1990.5,0.025,1990.52275416308,-5.04874539686922e-48,1275,2020-01-17,6,-0.0227541630758878,0.025,3197.67431604678,3084.00705987985,113.667256166935,0.0355468521595592
"8",1965.5,0.025,1965.53276753807,-4.76950726347598e-46,1300,2020-01-17,7,-0.0327675380747223,0.025,3196.34440067515,3084.00705987985,112.337340795303,0.0351455684098292
"9",1940.5,0.025,1940.54278091307,-3.77396261968777e-44,1325,2020-01-17,8,-0.0427809130735568,0.025,3195.01448530352,3084.00705987985,111.007425423672,0.0347439505937407
"10",1915.5,0.025,1915.55279428807,-2.52209215445099e-42,1350,2020-01-17,9,-0.0527942880723913,0.025,3193.68456993189,3084.00705987985,109.67751005204,0.0343419982939577
"11",1890.5,0.025,1890.56280766307,-1.43464294833288e-40,1375,2020-01-17,10,-0.0628076630712258,0.025,3192.35465456026,3084.00705987985,108.347594680408,0.0339397110924483
"12",1865.6,0.025,1865.57282103807,-6.99711647609469e-39,1400,2020-01-17,11,0.0271789619298488,0.025,3191.12473918863,3084.00705987985,107.117679308776,0.0335673745351652
"13",1840.7,0.025,1840.58283441307,-2.94624098008203e-37,1425,2020-01-17,12,0.117165586930923,0.025,3189.89482381699,3084.00705987985,105.887763937144,0.0331947508571584
"14",1815.6,0.025,1815.59284778807,-1.07794328073389e-35,1450,2020-01-17,13,0.00715221193217985,0.025,3188.46490844536,3084.00705987985,104.457848565513,0.0327611724026923
"15",1790.7,0.025,1790.60286116307,-3.4478067045265e-34,1475,2020-01-17,14,0.0971388369332544,0.025,3187.23499307373,3084.00705987985,103.227933193881,0.0323879266568697
"16",1765.75,0.025,1765.61287453807,-9.69612975096484e-33,1500,2020-01-17,15,0.137125461934602,0.025,3185.9550777021,3084.00705987985,101.948017822249,0.0319992012868494
"17",1740.7,0.025,1740.62288791306,-2.41052035889803e-31,1525,2020-01-17,16,0.0771120869355855,0.025,3184.57516233047,3084.00705987985,100.568102450618,0.0315797547001597
"18",1715.8,0.025,1715.63290128806,-5.3247306083864e-30,1550,2020-01-17,17,0.167098711937115,0.025,3183.34524695884,3084.00705987985,99.3381870789863,0.0312055964315801
"19",1690.6,0.025,1690.64291466306,-1.05015848957765e-28,1575,2020-01-17,18,-0.0429146630619925,0.025,3181.8153315872,3084.00705987985,97.8082717073544,0.0307397700728798
"20",1665.6,0.025,1665.65292803806,-1.85765498363959e-27,1600,2020-01-17,19,-0.052928038060827,0.025,3180.48541621557,3084.00705987985,96.4783563357228,0.0303344753111685
"21",1640.7,0.025,1640.66294141306,-2.96009255682739e-26,1625,2020-01-17,20,0.0370585869402476,0.025,3179.25550084394,3084.00705987985,95.2484409640911,0.0299593539867454
"22",1615.8,0.025,1615.67295478806,-4.26632573777269e-25,1650,2020-01-17,21,0.127045211941777,0.025,3178.02558547231,3084.00705987985,94.0185255924598,0.0295839423138209
"23",1590.7,0.025,1590.68296816306,-5.58338535162586e-24,1675,2020-01-17,22,0.0170318369425786,0.025,3176.59567010068,3084.00705987985,92.5886102208278,0.0291471184363521
"24",1565.7,0.025,1565.69298153806,-6.65941903866129e-23,1700,2020-01-17,23,0.00701846194374411,0.025,3175.26575472905,3084.00705987985,91.2586948491962,0.0287404903710126
"25",1540.65,0.025,1540.70299491305,-7.26423533834445e-22,1725,2020-01-17,24,-0.0529949130548175,0.025,3173.88583935741,3084.00705987985,89.8787794775644,0.0283182143362035
"26",1515.8,0.025,1515.71300828805,-7.2711388113815e-21,1750,2020-01-17,25,0.086991711946439,0.025,3172.70592398578,3084.00705987985,88.6988641059334,0.0279568501560029
"27",1490.7,0.025,1490.72302166305,-6.6995748985932e-20,1775,2020-01-17,26,-0.0230216630527593,0.025,3171.27600861415,3084.00705987985,87.2689487343009,0.0275185598785006
"28",1465.8,0.025,1465.73303503805,-5.69942650318801e-19,1800,2020-01-17,27,0.06696496194877,0.025,3170.04609324252,3084.00705987985,86.0390333626697,0.0271412562568337
"29",1440.7,0.025,1440.74304841305,-4.48950554649702e-18,1825,2020-01-17,28,-0.0430484130504283,0.025,3168.61617787089,3084.00705987985,84.6091179910377,0.0267022300087762
"30",1415.7,0.025,1415.75306178805,-3.28348400462812e-17,1850,2020-01-17,29,-0.0530617880492628,0.025,3167.28626249926,3084.00705987985,83.2792026194061,0.0262935509194208
"31",1390.9,0.025,1390.76307516305,-2.23547920362612e-16,1875,2020-01-17,30,0.136924836952176,0.0250000000000002,3166.15634712762,3084.00705987985,82.1492872477747,0.0259460614831297
"32",1365.8,0.025,1365.77308853805,-1.42031250975815e-15,1900,2020-01-17,31,0.0269114619534321,0.0250000000000014,3164.72643175599,3084.00705987985,80.7193718761428,0.0255059556068341
"33",1340.8,0.025,1340.78310191305,-8.44119334943752e-15,1925,2020-01-17,32,0.0168980869545976,0.0250000000000084,3163.39651638436,3084.00705987985,79.3894565045111,0.0250962710786728
"34",1315.8,0.025,1315.79311528804,-4.70341413661293e-14,1950,2020-01-17,33,0.00688471195576312,0.025000000000047,3162.06660101273,3084.00705987985,78.0595411328795,0.0246862419368014
